epoch,train_loss,val_loss,val_auc,epoch_seconds
1,0.04216674727515876,0.02183883111806202,0.9991065760498603,157.23546528816223
2,0.015656860927362175,0.012998674695198593,0.9994748716454562,153.8805205821991
3,0.00990219501555623,0.011323147909481987,0.9995805159344697,154.72478580474854
4,0.006928183210969413,0.012147390761605996,0.9995495414645774,154.3905484676361
5,0.005323942001702777,0.011190591250393617,0.9997842896094637,155.01489996910095
6,0.004188877419089886,0.009551130233331238,0.9995595395529605,153.30701518058777
7,0.0033774849611641193,0.010267851364193049,0.9996302667707803,152.67042803764343
8,0.002847371645851294,0.00977058038689661,0.9994481229471245,153.45447707176208
9,0.0024836704472042327,0.012873147669792345,0.9996753126243226,153.0725965499878
10,0.0021232561069581563,0.009178629143677655,0.9996655759238713,154.34715867042542
11,0.0018479218412438298,0.012623667063540055,0.9993126368692555,155.43138885498047
12,0.0017281729931576699,0.00962023707133807,0.9996934137385846,154.0823187828064
13,0.0015166102359063505,0.011300559358316864,0.9994674438717337,154.4853744506836
14,0.0012828308901801802,0.010992125950100318,0.9992447849186831,154.56893658638
15,0.0012865602399459615,0.011199864726525295,0.9996240805897331,154.11432194709778
16,0.0012175886358709728,0.013608060100590963,0.9994195445332719,154.0274646282196
17,0.001031189520903134,0.011810623100146439,0.9993945602034782,153.4739031791687
18,0.001045058537548166,0.014920074210022012,0.9995201353222748,154.25402975082397
19,0.0009803969487261332,0.019809511405617517,0.9992428680738515,152.9572160243988
20,0.0008807543018071091,0.015902259127699547,0.9992254204294186,154.71655893325806
