dataset,study,architecture,trial_number,trial_state,validation_roc_auc,best_epoch,seed,configuration_source,parameters_json,resolved_config_json,validation_loss,validation_accuracy_0_5,validation_precision_0_5,validation_recall_0_5,validation_f1_0_5,validation_mcc_0_5,best_f1_threshold,trainable_parameter_count,training_seconds,gpu_peak_memory_bytes,pruned,failed,failure_reason,test_set_used,trial_directory
nocom,nocom_conv1d,conv1d,0,COMPLETE,0.9774303098248558,5,7,existing_config_adapted_to_search_interface,"{""batch_size"": 64, ""conv_activation"": ""relu"", ""conv_kernel_size"": 3, ""conv_layers"": 2, ""dropout"": 0.0, ""early_stopping_patience"": 3, ""embedding_dim"": 128, ""final_head"": ""cosine_linear"", ""learning_rate"": 0.001, ""pooling"": ""mean"", ""remove_padding"": false, ""slice_width"": 6, ""stride_mode"": ""nonoverlap"", ""weight_decay"": 0.0}","{""activation"": ""relu"", ""architecture"": ""conv1d"", ""background"": ""black"", ""batch_size"": 64, ""conv_kernel_size"": 3, ""conv_layers"": 2, ""dataset"": ""nocom"", ""dropout"": 0.0, ""early_stopping_min_delta"": 0.0001, ""early_stopping_patience"": 3, ""embedding_dim"": 128, ""final_activation"": ""relu"", ""final_head"": ""cosine_linear"", ""final_hidden_dim"": 128, ""final_hidden_ratio"": null, ""font"": ""DejaVu Sans"", ""image_height"": 32, ""learning_rate"": 0.001, ""max_epochs"": 5, ""num_workers"": 4, ""pair_symmetry"": ""shared_encoder_plus_symmetric_final_features"", ""pooling"": ""mean"", ""processor"": ""conv1d"", ""remove_padding"": false, ""seed"": 7, ""sequence_reduction"": ""mean"", ""slice_width"": 6, ""stride"": 6, ""stride_mode"": ""nonoverlap"", ""weight_decay"": 0.0}",0.21678133770249242,0.9229077462047489,0.9476423665650313,0.9315470784135634,0.9395257942869357,0.8334756111849194,0.434234619140625,123138.0,878.4776187227108,92910592.0,False,False,,False,/orcd/home/002/setliu22/Itau/synth_dataset/model_results/optuna_nocom/v2_fast10x5/conv1d/trials/trial_00000
nocom,nocom_conv1d,conv1d,1,FAIL,,1,7,optuna_sampled,"{""batch_size"": 32, ""conv_activation"": ""gelu"", ""conv_kernel_size"": 3, ""conv_layers"": 3, ""dropout"": 0.0, ""early_stopping_patience"": 2, ""embedding_dim"": 64, ""final_head"": ""direct_cosine"", ""learning_rate"": 0.0007650654659218705, ""pooling"": ""mean"", ""remove_padding"": true, ""slice_width"": 16, ""stride_mode"": ""half_overlap"", ""weight_decay"": 0.0}","{""activation"": ""gelu"", ""architecture"": ""conv1d"", ""background"": ""black"", ""batch_size"": 32, ""conv_kernel_size"": 3, ""conv_layers"": 3, ""dataset"": ""nocom"", ""dropout"": 0.0, ""early_stopping_min_delta"": 0.0001, ""early_stopping_patience"": 2, ""embedding_dim"": 64, ""final_activation"": ""relu"", ""final_head"": ""direct_cosine"", ""final_hidden_dim"": 64, ""final_hidden_ratio"": null, ""font"": ""DejaVu Sans"", ""image_height"": 32, ""learning_rate"": 0.0007650654659218705, ""max_epochs"": 5, ""num_workers"": 4, ""pair_symmetry"": ""shared_encoder_plus_symmetric_final_features"", ""pooling"": ""mean"", ""processor"": ""conv1d"", ""remove_padding"": true, ""seed"": 7, ""sequence_reduction"": ""mean"", ""slice_width"": 16, ""stride"": 8, ""stride_mode"": ""half_overlap"", ""weight_decay"": 0.0}",,,,,,,,,,,False,True,tuple index out of range,False,/orcd/home/002/setliu22/Itau/synth_dataset/model_results/optuna_nocom/v2_fast10x5/conv1d/trials/trial_00001
nocom,nocom_conv1d,conv1d,2,PRUNED,0.9233470728039326,4,7,optuna_sampled,"{""batch_size"": 64, ""conv_activation"": ""relu"", ""conv_kernel_size"": 3, ""conv_layers"": 2, ""dropout"": 0.1, ""early_stopping_patience"": 3, ""embedding_dim"": 128, ""final_head"": ""cosine_linear"", ""learning_rate"": 0.00016480903990449868, ""pooling"": ""max"", ""remove_padding"": true, ""slice_width"": 16, ""stride_mode"": ""half_overlap"", ""weight_decay"": 1e-06}","{""activation"": ""relu"", ""architecture"": ""conv1d"", ""background"": ""black"", ""batch_size"": 64, ""conv_kernel_size"": 3, ""conv_layers"": 2, ""dataset"": ""nocom"", ""dropout"": 0.1, ""early_stopping_min_delta"": 0.0001, ""early_stopping_patience"": 3, ""embedding_dim"": 128, ""final_activation"": ""relu"", ""final_head"": ""cosine_linear"", ""final_hidden_dim"": 128, ""final_hidden_ratio"": null, ""font"": ""DejaVu Sans"", ""image_height"": 32, ""learning_rate"": 0.00016480903990449868, ""max_epochs"": 5, ""num_workers"": 4, ""pair_symmetry"": ""shared_encoder_plus_symmetric_final_features"", ""pooling"": ""max"", ""processor"": ""conv1d"", ""remove_padding"": true, ""seed"": 7, ""sequence_reduction"": ""max"", ""slice_width"": 16, ""stride"": 8, ""stride_mode"": ""half_overlap"", ""weight_decay"": 1e-06}",,,,,,,,,,,True,False,,False,/orcd/home/002/setliu22/Itau/synth_dataset/model_results/optuna_nocom/v2_fast10x5/conv1d/trials/trial_00002
nocom,nocom_conv1d,conv1d,3,COMPLETE,0.8904518689557259,5,7,optuna_sampled,"{""batch_size"": 64, ""conv_activation"": ""relu"", ""conv_kernel_size"": 3, ""conv_layers"": 2, ""dropout"": 0.0, ""early_stopping_patience"": 3, ""embedding_dim"": 256, ""final_head"": ""cosine_linear"", ""learning_rate"": 0.0006329161268901726, ""pooling"": ""mean"", ""remove_padding"": false, ""slice_width"": 6, ""stride_mode"": ""nonoverlap"", ""weight_decay"": 0.0}","{""activation"": ""relu"", ""architecture"": ""conv1d"", ""background"": ""black"", ""batch_size"": 64, ""conv_kernel_size"": 3, ""conv_layers"": 2, ""dataset"": ""nocom"", ""dropout"": 0.0, ""early_stopping_min_delta"": 0.0001, ""early_stopping_patience"": 3, ""embedding_dim"": 256, ""final_activation"": ""relu"", ""final_head"": ""cosine_linear"", ""final_hidden_dim"": 256, ""final_hidden_ratio"": null, ""font"": ""DejaVu Sans"", ""image_height"": 32, ""learning_rate"": 0.0006329161268901726, ""max_epochs"": 5, ""num_workers"": 4, ""pair_symmetry"": ""shared_encoder_plus_symmetric_final_features"", ""pooling"": ""mean"", ""processor"": ""conv1d"", ""remove_padding"": false, ""seed"": 7, ""sequence_reduction"": ""mean"", ""slice_width"": 6, ""stride"": 6, ""stride_mode"": ""nonoverlap"", ""weight_decay"": 0.0}",0.35187099265560373,0.8287271311794473,0.9154378986352102,0.8082349379352104,0.8585027013120659,0.6517381473580238,0.4866817891597748,344578.0,279.1862801136449,118751232.0,False,False,,False,/orcd/home/002/setliu22/Itau/synth_dataset/model_results/optuna_nocom/v2_fast10x5/conv1d/trials/trial_00003
nocom,nocom_conv1d,conv1d,4,PRUNED,0.8621833111835414,4,7,optuna_sampled,"{""batch_size"": 32, ""conv_activation"": ""relu"", ""conv_kernel_size"": 3, ""conv_layers"": 3, ""dropout"": 0.0, ""early_stopping_patience"": 2, ""embedding_dim"": 128, ""final_head"": ""cosine_linear"", ""learning_rate"": 0.0019305077729286281, ""pooling"": ""mean"", ""remove_padding"": true, ""slice_width"": 6, ""stride_mode"": ""nonoverlap"", ""weight_decay"": 0.0001}","{""activation"": ""relu"", ""architecture"": ""conv1d"", ""background"": ""black"", ""batch_size"": 32, ""conv_kernel_size"": 3, ""conv_layers"": 3, ""dataset"": ""nocom"", ""dropout"": 0.0, ""early_stopping_min_delta"": 0.0001, ""early_stopping_patience"": 2, ""embedding_dim"": 128, ""final_activation"": ""relu"", ""final_head"": ""cosine_linear"", ""final_hidden_dim"": 128, ""final_hidden_ratio"": null, ""font"": ""DejaVu Sans"", ""image_height"": 32, ""learning_rate"": 0.0019305077729286281, ""max_epochs"": 5, ""num_workers"": 4, ""pair_symmetry"": ""shared_encoder_plus_symmetric_final_features"", ""pooling"": ""mean"", ""processor"": ""conv1d"", ""remove_padding"": true, ""seed"": 7, ""sequence_reduction"": ""mean"", ""slice_width"": 6, ""stride"": 6, ""stride_mode"": ""nonoverlap"", ""weight_decay"": 0.0001}",,,,,,,,,,,True,False,,False,/orcd/home/002/setliu22/Itau/synth_dataset/model_results/optuna_nocom/v2_fast10x5/conv1d/trials/trial_00004
nocom,nocom_conv1d,conv1d,5,COMPLETE,0.9519353869531539,5,7,optuna_sampled,"{""batch_size"": 64, ""conv_activation"": ""relu"", ""conv_kernel_size"": 5, ""conv_layers"": 2, ""dropout"": 0.1, ""early_stopping_patience"": 3, ""embedding_dim"": 128, ""final_head"": ""symmetric_linear"", ""learning_rate"": 0.001261925634765016, ""pooling"": ""mean"", ""remove_padding"": false, ""slice_width"": 32, ""stride_mode"": ""nonoverlap"", ""weight_decay"": 0.0}","{""activation"": ""relu"", ""architecture"": ""conv1d"", ""background"": ""black"", ""batch_size"": 64, ""conv_kernel_size"": 5, ""conv_layers"": 2, ""dataset"": ""nocom"", ""dropout"": 0.1, ""early_stopping_min_delta"": 0.0001, ""early_stopping_patience"": 3, ""embedding_dim"": 128, ""final_activation"": ""relu"", ""final_head"": ""symmetric_linear"", ""final_hidden_dim"": 128, ""final_hidden_ratio"": null, ""font"": ""DejaVu Sans"", ""image_height"": 32, ""learning_rate"": 0.001261925634765016, ""max_epochs"": 5, ""num_workers"": 4, ""pair_symmetry"": ""shared_encoder_plus_symmetric_final_features"", ""pooling"": ""mean"", ""processor"": ""conv1d"", ""remove_padding"": false, ""seed"": 7, ""sequence_reduction"": ""mean"", ""slice_width"": 32, ""stride"": 32, ""stride_mode"": ""nonoverlap"", ""weight_decay"": 0.0}",0.28992199752988773,0.8792720903075126,0.8937850453571323,0.9217378141083863,0.9075462417837926,0.7344730315448624,0.5252203941345215,737793.0,294.0863155606203,90506752.0,False,False,,False,/orcd/home/002/setliu22/Itau/synth_dataset/model_results/optuna_nocom/v2_fast10x5/conv1d/trials/trial_00005
nocom,nocom_bilstm,bilstm,0,FAIL,,2,7,existing_config_adapted_to_search_interface,"{""batch_size"": 64, ""dropout"": 0.0, ""early_stopping_patience"": 3, ""embedding_dim"": 128, ""final_head"": ""cosine_linear"", ""learning_rate"": 0.001, ""lstm_hidden_ratio"": 0.5, ""lstm_layers"": 1, ""remove_padding"": false, ""sequence_reduction"": ""final_hidden"", ""slice_width"": 6, ""stride_mode"": ""nonoverlap"", ""weight_decay"": 0.0}","{""activation"": ""relu"", ""architecture"": ""bilstm"", ""background"": ""black"", ""batch_size"": 64, ""conv_kernel_size"": 3, ""conv_layers"": 2, ""dataset"": ""nocom"", ""dropout"": 0.0, ""early_stopping_min_delta"": 0.0001, ""early_stopping_patience"": 3, ""embedding_dim"": 128, ""final_activation"": ""relu"", ""final_head"": ""cosine_linear"", ""final_hidden_dim"": 128, ""final_hidden_ratio"": null, ""font"": ""DejaVu Sans"", ""image_height"": 32, ""learning_rate"": 0.001, ""lstm_hidden_ratio"": 0.5, ""lstm_hidden_size"": 64, ""lstm_layers"": 1, ""max_epochs"": 5, ""num_workers"": 4, ""pair_symmetry"": ""shared_encoder_plus_symmetric_final_features"", ""pooling"": ""final_hidden"", ""processor"": ""bilstm"", ""remove_padding"": false, ""seed"": 7, ""sequence_reduction"": ""final_hidden"", ""slice_width"": 6, ""stride"": 6, ""stride_mode"": ""nonoverlap"", ""weight_decay"": 0.0}",,,,,,,,,,,False,True,tuple index out of range,False,/orcd/home/002/setliu22/Itau/synth_dataset/model_results/optuna_nocom/v2_fast10x5/bilstm/trials/trial_00000
nocom,nocom_bilstm,bilstm,1,COMPLETE,0.9934987992915366,5,7,optuna_sampled,"{""batch_size"": 64, ""dropout"": 0.1, ""early_stopping_patience"": 3, ""embedding_dim"": 128, ""final_activation"": ""relu"", ""final_head"": ""symmetric_mlp"", ""final_hidden_ratio"": 2.0, ""learning_rate"": 0.00016480903990449868, ""lstm_hidden_ratio"": 0.5, ""lstm_layers"": 1, ""remove_padding"": true, ""sequence_reduction"": ""final_hidden"", ""slice_width"": 16, ""stride_mode"": ""half_overlap"", ""weight_decay"": 1e-06}","{""activation"": ""relu"", ""architecture"": ""bilstm"", ""background"": ""black"", ""batch_size"": 64, ""conv_kernel_size"": 3, ""conv_layers"": 2, ""dataset"": ""nocom"", ""dropout"": 0.1, ""early_stopping_min_delta"": 0.0001, ""early_stopping_patience"": 3, ""embedding_dim"": 128, ""final_activation"": ""relu"", ""final_head"": ""symmetric_mlp"", ""final_hidden_dim"": 256, ""final_hidden_ratio"": 2.0, ""font"": ""DejaVu Sans"", ""image_height"": 32, ""learning_rate"": 0.00016480903990449868, ""lstm_hidden_ratio"": 0.5, ""lstm_hidden_size"": 64, ""lstm_layers"": 1, ""max_epochs"": 5, ""num_workers"": 4, ""pair_symmetry"": ""shared_encoder_plus_symmetric_final_features"", ""pooling"": ""final_hidden"", ""processor"": ""bilstm"", ""remove_padding"": true, ""seed"": 7, ""sequence_reduction"": ""final_hidden"", ""slice_width"": 16, ""stride"": 8, ""stride_mode"": ""half_overlap"", ""weight_decay"": 1e-06}",0.10399504539195366,0.9570844686648501,0.9851732930399472,0.9475022706630336,0.9659706467892032,0.9092122017849426,0.30249738693237305,411393.0,772.1042603929527,138743296.0,False,False,,False,/orcd/home/002/setliu22/Itau/synth_dataset/model_results/optuna_nocom/v2_fast10x5/bilstm/trials/trial_00001
nocom,nocom_bilstm,bilstm,2,PRUNED,0.9673726254969266,2,7,optuna_sampled,"{""batch_size"": 128, ""dropout"": 0.0, ""early_stopping_patience"": 2, ""embedding_dim"": 256, ""final_head"": ""symmetric_linear"", ""learning_rate"": 0.0008906471274248947, ""lstm_hidden_ratio"": 0.5, ""lstm_layers"": 1, ""remove_padding"": false, ""sequence_reduction"": ""final_hidden"", ""slice_width"": 32, ""stride_mode"": ""nonoverlap"", ""weight_decay"": 1e-06}","{""activation"": ""relu"", ""architecture"": ""bilstm"", ""background"": ""black"", ""batch_size"": 128, ""conv_kernel_size"": 3, ""conv_layers"": 2, ""dataset"": ""nocom"", ""dropout"": 0.0, ""early_stopping_min_delta"": 0.0001, ""early_stopping_patience"": 2, ""embedding_dim"": 256, ""final_activation"": ""relu"", ""final_head"": ""symmetric_linear"", ""final_hidden_dim"": 256, ""final_hidden_ratio"": null, ""font"": ""DejaVu Sans"", ""image_height"": 32, ""learning_rate"": 0.0008906471274248947, ""lstm_hidden_ratio"": 0.5, ""lstm_hidden_size"": 128, ""lstm_layers"": 1, ""max_epochs"": 5, ""num_workers"": 4, ""pair_symmetry"": ""shared_encoder_plus_symmetric_final_features"", ""pooling"": ""final_hidden"", ""processor"": ""bilstm"", ""remove_padding"": false, ""seed"": 7, ""sequence_reduction"": ""final_hidden"", ""slice_width"": 32, ""stride"": 32, ""stride_mode"": ""nonoverlap"", ""weight_decay"": 1e-06}",,,,,,,,,,,True,False,,False,/orcd/home/002/setliu22/Itau/synth_dataset/model_results/optuna_nocom/v2_fast10x5/bilstm/trials/trial_00002
nocom,nocom_bilstm,bilstm,3,PRUNED,0.9862677509752921,4,7,optuna_sampled,"{""batch_size"": 64, ""dropout"": 0.1, ""early_stopping_patience"": 3, ""embedding_dim"": 128, ""final_activation"": ""relu"", ""final_head"": ""symmetric_mlp"", ""final_hidden_ratio"": 2.0, ""learning_rate"": 0.00018323999637339788, ""lstm_hidden_ratio"": 0.5, ""lstm_layers"": 1, ""remove_padding"": true, ""sequence_reduction"": ""final_hidden"", ""slice_width"": 16, ""stride_mode"": ""nonoverlap"", ""weight_decay"": 0.0}","{""activation"": ""relu"", ""architecture"": ""bilstm"", ""background"": ""black"", ""batch_size"": 64, ""conv_kernel_size"": 3, ""conv_layers"": 2, ""dataset"": ""nocom"", ""dropout"": 0.1, ""early_stopping_min_delta"": 0.0001, ""early_stopping_patience"": 3, ""embedding_dim"": 128, ""final_activation"": ""relu"", ""final_head"": ""symmetric_mlp"", ""final_hidden_dim"": 256, ""final_hidden_ratio"": 2.0, ""font"": ""DejaVu Sans"", ""image_height"": 32, ""learning_rate"": 0.00018323999637339788, ""lstm_hidden_ratio"": 0.5, ""lstm_hidden_size"": 64, ""lstm_layers"": 1, ""max_epochs"": 5, ""num_workers"": 4, ""pair_symmetry"": ""shared_encoder_plus_symmetric_final_features"", ""pooling"": ""final_hidden"", ""processor"": ""bilstm"", ""remove_padding"": true, ""seed"": 7, ""sequence_reduction"": ""final_hidden"", ""slice_width"": 16, ""stride"": 16, ""stride_mode"": ""nonoverlap"", ""weight_decay"": 0.0}",,,,,,,,,,,True,False,,False,/orcd/home/002/setliu22/Itau/synth_dataset/model_results/optuna_nocom/v2_fast10x5/bilstm/trials/trial_00003
nocom,nocom_bilstm,bilstm,4,COMPLETE,0.9944137779130688,5,7,optuna_sampled,"{""batch_size"": 64, ""dropout"": 0.1, ""early_stopping_patience"": 3, ""embedding_dim"": 128, ""final_activation"": ""relu"", ""final_head"": ""symmetric_mlp"", ""final_hidden_ratio"": 1.0, ""learning_rate"": 0.0008460878931859466, ""lstm_hidden_ratio"": 0.5, ""lstm_layers"": 1, ""remove_padding"": false, ""sequence_reduction"": ""final_hidden"", ""slice_width"": 16, ""stride_mode"": ""half_overlap"", ""weight_decay"": 1e-06}","{""activation"": ""relu"", ""architecture"": ""bilstm"", ""background"": ""black"", ""batch_size"": 64, ""conv_kernel_size"": 3, ""conv_layers"": 2, ""dataset"": ""nocom"", ""dropout"": 0.1, ""early_stopping_min_delta"": 0.0001, ""early_stopping_patience"": 3, ""embedding_dim"": 128, ""final_activation"": ""relu"", ""final_head"": ""symmetric_mlp"", ""final_hidden_dim"": 128, ""final_hidden_ratio"": 1.0, ""font"": ""DejaVu Sans"", ""image_height"": 32, ""learning_rate"": 0.0008460878931859466, ""lstm_hidden_ratio"": 0.5, ""lstm_hidden_size"": 64, ""lstm_layers"": 1, ""max_epochs"": 5, ""num_workers"": 4, ""pair_symmetry"": ""shared_encoder_plus_symmetric_final_features"", ""pooling"": ""final_hidden"", ""processor"": ""bilstm"", ""remove_padding"": false, ""seed"": 7, ""sequence_reduction"": ""final_hidden"", ""slice_width"": 16, ""stride"": 8, ""stride_mode"": ""half_overlap"", ""weight_decay"": 1e-06}",0.09761569368068974,0.9593421564811211,0.9865396106550932,0.94971238268241,0.9677757724404955,0.9139714260926913,0.3935096859931946,378369.0,722.2236487178598,139976704.0,False,False,,False,/orcd/home/002/setliu22/Itau/synth_dataset/model_results/optuna_nocom/v2_fast10x5/bilstm/trials/trial_00004
nocom,nocom_bilstm,bilstm,5,PRUNED,0.9413561991781891,4,7,optuna_sampled,"{""batch_size"": 64, ""dropout"": 0.2, ""early_stopping_patience"": 3, ""embedding_dim"": 128, ""final_head"": ""cosine_linear"", ""learning_rate"": 0.0013986116567585713, ""lstm_hidden_ratio"": 0.5, ""lstm_layers"": 1, ""remove_padding"": false, ""sequence_reduction"": ""attention"", ""slice_width"": 16, ""stride_mode"": ""half_overlap"", ""weight_decay"": 0.0001}","{""activation"": ""relu"", ""architecture"": ""bilstm"", ""background"": ""black"", ""batch_size"": 64, ""conv_kernel_size"": 3, ""conv_layers"": 2, ""dataset"": ""nocom"", ""dropout"": 0.2, ""early_stopping_min_delta"": 0.0001, ""early_stopping_patience"": 3, ""embedding_dim"": 128, ""final_activation"": ""relu"", ""final_head"": ""cosine_linear"", ""final_hidden_dim"": 128, ""final_hidden_ratio"": null, ""font"": ""DejaVu Sans"", ""image_height"": 32, ""learning_rate"": 0.0013986116567585713, ""lstm_hidden_ratio"": 0.5, ""lstm_hidden_size"": 64, ""lstm_layers"": 1, ""max_epochs"": 5, ""num_workers"": 4, ""pair_symmetry"": ""shared_encoder_plus_symmetric_final_features"", ""pooling"": ""attention"", ""processor"": ""bilstm"", ""remove_padding"": false, ""seed"": 7, ""sequence_reduction"": ""attention"", ""slice_width"": 16, ""stride"": 8, ""stride_mode"": ""half_overlap"", ""weight_decay"": 0.0001}",,,,,,,,,,,True,False,,False,/orcd/home/002/setliu22/Itau/synth_dataset/model_results/optuna_nocom/v2_fast10x5/bilstm/trials/trial_00005
nocom,nocom_transformer,transformer,0,COMPLETE,0.9439399736512344,5,7,existing_config_adapted_to_search_interface,"{""batch_size"": 64, ""dropout"": 0.0, ""early_stopping_patience"": 3, ""embedding_dim"": 128, ""final_head"": ""cosine_linear"", ""learning_rate"": 0.001, ""pooling"": ""mean"", ""remove_padding"": false, ""slice_width"": 6, ""stride_mode"": ""nonoverlap"", ""transformer_activation"": ""relu"", ""transformer_ffn_ratio"": 2, ""transformer_heads"": 4, ""transformer_layers"": 2, ""weight_decay"": 0.0}","{""activation"": ""relu"", ""architecture"": ""transformer"", ""background"": ""black"", ""batch_size"": 64, ""conv_kernel_size"": 3, ""conv_layers"": 2, ""dataset"": ""nocom"", ""dropout"": 0.0, ""early_stopping_min_delta"": 0.0001, ""early_stopping_patience"": 3, ""embedding_dim"": 128, ""final_activation"": ""relu"", ""final_head"": ""cosine_linear"", ""final_hidden_dim"": 128, ""final_hidden_ratio"": null, ""font"": ""DejaVu Sans"", ""image_height"": 32, ""learning_rate"": 0.001, ""max_epochs"": 5, ""num_workers"": 4, ""pair_symmetry"": ""shared_encoder_plus_symmetric_final_features"", ""pooling"": ""mean"", ""positional_encoding"": ""rope"", ""processor"": ""transformer"", ""remove_padding"": false, ""seed"": 7, ""sequence_reduction"": ""mean"", ""slice_width"": 6, ""stride"": 6, ""stride_mode"": ""nonoverlap"", ""transformer_activation"": ""relu"", ""transformer_ffn_dim"": 256, ""transformer_ffn_ratio"": 2, ""transformer_heads"": 4, ""transformer_layers"": 2, ""weight_decay"": 0.0}",0.3132576430595631,0.87425068119891,0.8826291079812206,0.9277626400242204,0.9046332787199811,0.7223592745999341,0.4681498110294342,388098.0,675.4698594310321,400319488.0,False,False,,False,/orcd/home/002/setliu22/Itau/synth_dataset/model_results/optuna_nocom/v2_fast10x5/transformer/trials/trial_00000
nocom,nocom_transformer,transformer,1,COMPLETE,0.9914844823589487,5,7,optuna_sampled,"{""batch_size"": 64, ""dropout"": 0.1, ""early_stopping_patience"": 3, ""embedding_dim"": 128, ""final_head"": ""symmetric_linear"", ""learning_rate"": 0.00016480903990449868, ""pooling"": ""mean"", ""remove_padding"": true, ""slice_width"": 16, ""stride_mode"": ""half_overlap"", ""transformer_activation"": ""gelu"", ""transformer_ffn_ratio"": 4, ""transformer_heads"": 8, ""transformer_layers"": 2, ""weight_decay"": 1e-06}","{""activation"": ""relu"", ""architecture"": ""transformer"", ""background"": ""black"", ""batch_size"": 64, ""conv_kernel_size"": 3, ""conv_layers"": 2, ""dataset"": ""nocom"", ""dropout"": 0.1, ""early_stopping_min_delta"": 0.0001, ""early_stopping_patience"": 3, ""embedding_dim"": 128, ""final_activation"": ""relu"", ""final_head"": ""symmetric_linear"", ""final_hidden_dim"": 128, ""final_hidden_ratio"": null, ""font"": ""DejaVu Sans"", ""image_height"": 32, ""learning_rate"": 0.00016480903990449868, ""max_epochs"": 5, ""num_workers"": 4, ""pair_symmetry"": ""shared_encoder_plus_symmetric_final_features"", ""pooling"": ""mean"", ""positional_encoding"": ""rope"", ""processor"": ""transformer"", ""remove_padding"": true, ""seed"": 7, ""sequence_reduction"": ""mean"", ""slice_width"": 16, ""stride"": 8, ""stride_mode"": ""half_overlap"", ""transformer_activation"": ""gelu"", ""transformer_ffn_dim"": 512, ""transformer_ffn_ratio"": 4, ""transformer_heads"": 8, ""transformer_layers"": 2, ""weight_decay"": 1e-06}",0.11535291217351619,0.9533281432463994,0.9743264168473211,0.9524977293369664,0.9632884262094304,0.8996966723226448,0.4085715115070343,642817.0,737.6737488401122,596918784.0,False,False,,False,/orcd/home/002/setliu22/Itau/synth_dataset/model_results/optuna_nocom/v2_fast10x5/transformer/trials/trial_00001
nocom,nocom_transformer,transformer,2,COMPLETE,0.9919035217756793,5,7,optuna_sampled,"{""batch_size"": 64, ""dropout"": 0.1, ""early_stopping_patience"": 3, ""embedding_dim"": 128, ""final_head"": ""symmetric_linear"", ""learning_rate"": 0.0001760976821627363, ""pooling"": ""attention"", ""remove_padding"": false, ""slice_width"": 16, ""stride_mode"": ""half_overlap"", ""transformer_activation"": ""gelu"", ""transformer_ffn_ratio"": 4, ""transformer_heads"": 8, ""transformer_layers"": 2, ""weight_decay"": 1e-06}","{""activation"": ""relu"", ""architecture"": ""transformer"", ""background"": ""black"", ""batch_size"": 64, ""conv_kernel_size"": 3, ""conv_layers"": 2, ""dataset"": ""nocom"", ""dropout"": 0.1, ""early_stopping_min_delta"": 0.0001, ""early_stopping_patience"": 3, ""embedding_dim"": 128, ""final_activation"": ""relu"", ""final_head"": ""symmetric_linear"", ""final_hidden_dim"": 128, ""final_hidden_ratio"": null, ""font"": ""DejaVu Sans"", ""image_height"": 32, ""learning_rate"": 0.0001760976821627363, ""max_epochs"": 5, ""num_workers"": 4, ""pair_symmetry"": ""shared_encoder_plus_symmetric_final_features"", ""pooling"": ""attention"", ""positional_encoding"": ""rope"", ""processor"": ""transformer"", ""remove_padding"": false, ""seed"": 7, ""sequence_reduction"": ""attention"", ""slice_width"": 16, ""stride"": 8, ""stride_mode"": ""half_overlap"", ""transformer_activation"": ""gelu"", ""transformer_ffn_dim"": 512, ""transformer_ffn_ratio"": 4, ""transformer_heads"": 8, ""transformer_layers"": 2, ""weight_decay"": 1e-06}",0.11653456470877245,0.9509342156481121,0.9809565847967967,0.9419618528610354,0.961063833073347,0.896163794515017,0.3542707860469818,642946.0,713.3526850584894,611146240.0,False,False,,False,/orcd/home/002/setliu22/Itau/synth_dataset/model_results/optuna_nocom/v2_fast10x5/transformer/trials/trial_00002
nocom,nocom_transformer,transformer,3,PRUNED,0.964034811058562,2,7,optuna_sampled,"{""batch_size"": 128, ""dropout"": 0.1, ""early_stopping_patience"": 3, ""embedding_dim"": 64, ""final_head"": ""symmetric_linear"", ""learning_rate"": 0.0001326117273581176, ""pooling"": ""attention"", ""remove_padding"": false, ""slice_width"": 16, ""stride_mode"": ""half_overlap"", ""transformer_activation"": ""gelu"", ""transformer_ffn_ratio"": 4, ""transformer_heads"": 2, ""transformer_layers"": 1, ""weight_decay"": 1e-06}","{""activation"": ""relu"", ""architecture"": ""transformer"", ""background"": ""black"", ""batch_size"": 128, ""conv_kernel_size"": 3, ""conv_layers"": 2, ""dataset"": ""nocom"", ""dropout"": 0.1, ""early_stopping_min_delta"": 0.0001, ""early_stopping_patience"": 3, ""embedding_dim"": 64, ""final_activation"": ""relu"", ""final_head"": ""symmetric_linear"", ""final_hidden_dim"": 64, ""final_hidden_ratio"": null, ""font"": ""DejaVu Sans"", ""image_height"": 32, ""learning_rate"": 0.0001326117273581176, ""max_epochs"": 5, ""num_workers"": 4, ""pair_symmetry"": ""shared_encoder_plus_symmetric_final_features"", ""pooling"": ""attention"", ""positional_encoding"": ""rope"", ""processor"": ""transformer"", ""remove_padding"": false, ""seed"": 7, ""sequence_reduction"": ""attention"", ""slice_width"": 16, ""stride"": 8, ""stride_mode"": ""half_overlap"", ""transformer_activation"": ""gelu"", ""transformer_ffn_dim"": 256, ""transformer_ffn_ratio"": 4, ""transformer_heads"": 2, ""transformer_layers"": 1, ""weight_decay"": 1e-06}",,,,,,,,,,,True,False,,False,/orcd/home/002/setliu22/Itau/synth_dataset/model_results/optuna_nocom/v2_fast10x5/transformer/trials/trial_00003
