epoch,train_loss,val_loss,val_auc,epoch_seconds
1,0.05242379592729427,0.014892726851782102,0.9996344054130305,176.80116200447083
2,0.007231664059618329,0.007920553906285602,0.9997353229369478,176.9382975101471
3,0.004359044692164398,0.005867151361595279,0.9998827021657036,176.37535738945007
4,0.00294935811571265,0.004489548637083221,0.9997814143422165,176.38420844078064
5,0.002404879884548108,0.003428486350872972,0.9998475019242509,176.60121655464172
6,0.00204554496851166,0.003283473697467396,0.9999071201549786,176.71404671669006
7,0.001724645865485038,0.0031093105832660436,0.9999930296551579,176.20451974868774
8,0.0013583559699207332,0.0038982556110595834,0.9999071201549786,176.4708240032196
9,0.0012381170139534048,0.0037527656198821833,0.99999586135775,178.15240168571472
10,0.0010360600768539153,0.006034631809134565,0.9999989544482736,177.93660640716553
11,0.000927946547236429,0.0017455425612258265,0.9999982138491342,177.8254988193512
12,0.0008570310180944864,0.0010269516614789674,0.9999997386120684,178.32503271102905
13,0.0007553300040734882,0.0017434412468732739,0.9999981702844789,178.4367914199829
14,0.0006757362297422294,0.001098641217451567,0.9999993900948263,178.31401205062866
15,0.0006088038248799158,0.0006162782735601526,0.9999999564353447,178.62132668495178
16,0.000599653437970301,0.0005276749394915343,0.9999999128706895,178.94722318649292
17,0.000512332609355839,0.0003888639871700046,0.9999999128706895,178.2616527080536
18,0.0004757986708478147,0.0005000034718493233,0.9999998257413789,178.0409812927246
19,0.0004183979498945673,0.0012114264883015815,0.99999917227155,177.68051671981812
20,0.0004421614318552922,0.0006196994724222966,0.9999998257413789,178.32697701454163
