epoch,train_loss,val_loss,val_auc,epoch_seconds
1,0.2404883866261162,0.1610235705258272,0.9833619218264957,151.76363706588745
2,0.178654548995358,0.16048980494254222,0.9894564375050013,153.34996700286865
3,0.15533154827366633,0.11302000626446022,0.993259543590543,151.5659806728363
4,0.14083511720300532,0.10364627257807332,0.9940211681066095,152.3554494380951
5,0.1303057934871711,0.0992428158999719,0.9943715720412704,152.65075707435608
6,0.1215963320457508,0.09396065186684514,0.995036168094235,151.13585567474365
7,0.11493215943262067,0.09693677891734603,0.9938938096899772,152.3419439792633
8,0.1089386114529691,0.09666472010727016,0.995436074545393,152.55008172988892
9,0.10425344417153834,0.09468163519527846,0.9955918671903422,153.64222812652588
10,0.0997656263197982,0.07974377569034492,0.9964993825281452,151.9239683151245
11,0.09622597109987244,0.09017816963650899,0.9956673167238766,152.7206904888153
12,0.09313595878319476,0.06829239066723558,0.996826462773088,152.6502125263214
13,0.08987586624774169,0.09354905844142218,0.9951486378909109,153.1750147342682
14,0.08722647297109917,0.0799426017844605,0.9959248020749034,152.18670964241028
15,0.08475658409017875,0.09036974180638413,0.9962419087263581,153.43415594100952
16,0.08262790877689118,0.09450744691131939,0.9949047369206921,152.50329399108887
17,0.08062791346003108,0.07193866815605067,0.996618919634615,151.50421357154846
18,0.07876102404974465,0.07768189900149777,0.996974163525686,152.17813229560852
19,0.0769673675609164,0.07545034398291073,0.9966524223293002,151.6233594417572
20,0.07543212072567154,0.07834130783531627,0.996519065732498,152.93967199325562
