epoch,train_loss,val_loss,val_auc,epoch_seconds
1,0.32802627208152957,0.24543000799347156,0.9706466580594526,159.56722617149353
2,0.18720988329068103,0.14413629081284646,0.988709413642394,155.01816630363464
3,0.125693716458215,0.13821145003498142,0.9888975476061482,159.25846076011658
4,0.13580518037661837,0.12561588068239832,0.9908100141898796,157.09560918807983
5,0.11817024870247106,0.1080326832814513,0.9922333803889697,158.20365953445435
6,0.10533384043705873,0.11096336608278518,0.9914077866070748,156.32514190673828
7,0.10484479862808001,0.11330501939171832,0.991741361172426,155.8197214603424
8,0.09794945622852112,0.09983096757766032,0.9928976978170796,157.39268112182617
9,0.0953745555384183,0.09838959099025396,0.993583884702132,156.02739644050598
10,0.09049711507776761,0.09241665397962667,0.9940664939531386,157.6491539478302
11,0.08802795103612338,0.10010499211184883,0.9935716865986582,156.6107053756714
12,0.08433231047356725,0.09034021023997325,0.994574741003768,157.4335389137268
13,0.07664967096715984,0.0788828196379021,0.9951500776235028,155.18478393554688
14,0.0724430359440852,0.08947286114703179,0.9942091246344706,157.4491114616394
15,0.07652685686468924,0.07631364004621835,0.9952149671775173,156.25323390960693
16,0.07133223724698368,0.09947219059498671,0.993865072769529,154.404287815094
17,0.07468672664626891,0.07956040123611142,0.9949962072611127,158.891592502594
18,0.06643042270136587,0.07309285619135278,0.9962427227421616,157.28837990760803
19,0.06599068517893848,0.07440515737788733,0.99570515667854,157.1638412475586
20,0.06386222200976693,0.06914204861311177,0.9962861567034592,153.95951867103577
