run_name,encoder_type,pooling,remove_padding,background,slice_width,stride,pad_to_width,num_epochs,max_samples,max_batches,best_val_auc,best_epoch,total_seconds,status,error
conv1d__sweep__max__pad__black__sw16__st16,conv1d,max,True,black,16,16,,5,,,nan,-1,3.153116464614868,failed,"ValueError('Caught ValueError in DataLoader worker process 1.\nOriginal Traceback (most recent call last):\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/worker.py"", line 349, in _worker_loop\n    data = fetcher.fetch(index)  # type: ignore[possibly-undefined]\n           ^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in fetch\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in <listcomp>\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n            ~~~~~~~~~~~~^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 80, in __getitem__\n    process(name_a),\n    ^^^^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 70, in process\n    slices = slice_image(\n             ^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/rendering/slicer.py"", line 53, in slice_image\n    return np.stack(slices, axis=0)\n           ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/numpy/core/shape_base.py"", line 445, in stack\n    raise ValueError(\'need at least one array to stack\')\nValueError: need at least one array to stack\n')"
conv1d__sweep__max__pad__black__sw16__st8,conv1d,max,True,black,16,8,,5,,,nan,-1,2.1893301010131836,failed,"ValueError('Caught ValueError in DataLoader worker process 1.\nOriginal Traceback (most recent call last):\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/worker.py"", line 349, in _worker_loop\n    data = fetcher.fetch(index)  # type: ignore[possibly-undefined]\n           ^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in fetch\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in <listcomp>\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n            ~~~~~~~~~~~~^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 80, in __getitem__\n    process(name_a),\n    ^^^^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 70, in process\n    slices = slice_image(\n             ^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/rendering/slicer.py"", line 53, in slice_image\n    return np.stack(slices, axis=0)\n           ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/numpy/core/shape_base.py"", line 445, in stack\n    raise ValueError(\'need at least one array to stack\')\nValueError: need at least one array to stack\n')"
conv1d__sweep__max__pad__black__sw32__st16,conv1d,max,True,black,32,16,,5,,,nan,-1,1.8398005962371826,failed,"ValueError('Caught ValueError in DataLoader worker process 0.\nOriginal Traceback (most recent call last):\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/worker.py"", line 349, in _worker_loop\n    data = fetcher.fetch(index)  # type: ignore[possibly-undefined]\n           ^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in fetch\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in <listcomp>\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n            ~~~~~~~~~~~~^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 80, in __getitem__\n    process(name_a),\n    ^^^^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 70, in process\n    slices = slice_image(\n             ^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/rendering/slicer.py"", line 53, in slice_image\n    return np.stack(slices, axis=0)\n           ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/numpy/core/shape_base.py"", line 445, in stack\n    raise ValueError(\'need at least one array to stack\')\nValueError: need at least one array to stack\n')"
conv1d__sweep__max__pad__black__sw32__st32,conv1d,max,True,black,32,32,,5,,,nan,-1,2.940452814102173,failed,"ValueError('Caught ValueError in DataLoader worker process 0.\nOriginal Traceback (most recent call last):\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/worker.py"", line 349, in _worker_loop\n    data = fetcher.fetch(index)  # type: ignore[possibly-undefined]\n           ^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in fetch\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in <listcomp>\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n            ~~~~~~~~~~~~^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 80, in __getitem__\n    process(name_a),\n    ^^^^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 70, in process\n    slices = slice_image(\n             ^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/rendering/slicer.py"", line 53, in slice_image\n    return np.stack(slices, axis=0)\n           ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/numpy/core/shape_base.py"", line 445, in stack\n    raise ValueError(\'need at least one array to stack\')\nValueError: need at least one array to stack\n')"
conv1d__sweep__max__pad__black__sw3__st1,conv1d,max,True,black,3,1,,5,,,0.6184913315920251,2,1329.87144780159,ok,
conv1d__sweep__max__pad__black__sw3__st3,conv1d,max,True,black,3,3,,5,,,0.5689614116481782,4,1361.1550154685974,ok,
conv1d__sweep__max__pad__black__sw4__st2,conv1d,max,True,black,4,2,,5,,,nan,-1,2.6766750812530518,failed,"ValueError('Caught ValueError in DataLoader worker process 3.\nOriginal Traceback (most recent call last):\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/worker.py"", line 349, in _worker_loop\n    data = fetcher.fetch(index)  # type: ignore[possibly-undefined]\n           ^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in fetch\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in <listcomp>\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n            ~~~~~~~~~~~~^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 80, in __getitem__\n    process(name_a),\n    ^^^^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 70, in process\n    slices = slice_image(\n             ^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/rendering/slicer.py"", line 53, in slice_image\n    return np.stack(slices, axis=0)\n           ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/numpy/core/shape_base.py"", line 445, in stack\n    raise ValueError(\'need at least one array to stack\')\nValueError: need at least one array to stack\n')"
conv1d__sweep__max__pad__black__sw4__st4,conv1d,max,True,black,4,4,,5,,,nan,-1,2.6854050159454346,failed,"ValueError('Caught ValueError in DataLoader worker process 3.\nOriginal Traceback (most recent call last):\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/worker.py"", line 349, in _worker_loop\n    data = fetcher.fetch(index)  # type: ignore[possibly-undefined]\n           ^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in fetch\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in <listcomp>\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n            ~~~~~~~~~~~~^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 80, in __getitem__\n    process(name_a),\n    ^^^^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 70, in process\n    slices = slice_image(\n             ^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/rendering/slicer.py"", line 53, in slice_image\n    return np.stack(slices, axis=0)\n           ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/numpy/core/shape_base.py"", line 445, in stack\n    raise ValueError(\'need at least one array to stack\')\nValueError: need at least one array to stack\n')"
conv1d__sweep__max__pad__black__sw6__st3,conv1d,max,True,black,6,3,,5,,,nan,-1,3.984771728515625,failed,"ValueError('Caught ValueError in DataLoader worker process 3.\nOriginal Traceback (most recent call last):\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/worker.py"", line 349, in _worker_loop\n    data = fetcher.fetch(index)  # type: ignore[possibly-undefined]\n           ^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in fetch\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in <listcomp>\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n            ~~~~~~~~~~~~^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 80, in __getitem__\n    process(name_a),\n    ^^^^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 70, in process\n    slices = slice_image(\n             ^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/rendering/slicer.py"", line 53, in slice_image\n    return np.stack(slices, axis=0)\n           ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/numpy/core/shape_base.py"", line 445, in stack\n    raise ValueError(\'need at least one array to stack\')\nValueError: need at least one array to stack\n')"
conv1d__sweep__max__pad__black__sw6__st6,conv1d,max,True,black,6,6,,5,,,nan,-1,2.2565598487854004,failed,"ValueError('Caught ValueError in DataLoader worker process 3.\nOriginal Traceback (most recent call last):\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/worker.py"", line 349, in _worker_loop\n    data = fetcher.fetch(index)  # type: ignore[possibly-undefined]\n           ^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in fetch\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in <listcomp>\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n            ~~~~~~~~~~~~^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 80, in __getitem__\n    process(name_a),\n    ^^^^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 70, in process\n    slices = slice_image(\n             ^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/rendering/slicer.py"", line 53, in slice_image\n    return np.stack(slices, axis=0)\n           ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/numpy/core/shape_base.py"", line 445, in stack\n    raise ValueError(\'need at least one array to stack\')\nValueError: need at least one array to stack\n')"
conv1d__sweep__max__pad__black__sw8__st4,conv1d,max,True,black,8,4,,5,,,nan,-1,3.583709478378296,failed,"ValueError('Caught ValueError in DataLoader worker process 3.\nOriginal Traceback (most recent call last):\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/worker.py"", line 349, in _worker_loop\n    data = fetcher.fetch(index)  # type: ignore[possibly-undefined]\n           ^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in fetch\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in <listcomp>\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n            ~~~~~~~~~~~~^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 80, in __getitem__\n    process(name_a),\n    ^^^^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 70, in process\n    slices = slice_image(\n             ^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/rendering/slicer.py"", line 53, in slice_image\n    return np.stack(slices, axis=0)\n           ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/numpy/core/shape_base.py"", line 445, in stack\n    raise ValueError(\'need at least one array to stack\')\nValueError: need at least one array to stack\n')"
conv1d__sweep__max__pad__black__sw8__st8,conv1d,max,True,black,8,8,,5,,,nan,-1,4.366269826889038,failed,"ValueError('Caught ValueError in DataLoader worker process 3.\nOriginal Traceback (most recent call last):\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/worker.py"", line 349, in _worker_loop\n    data = fetcher.fetch(index)  # type: ignore[possibly-undefined]\n           ^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in fetch\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in <listcomp>\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n            ~~~~~~~~~~~~^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 80, in __getitem__\n    process(name_a),\n    ^^^^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 70, in process\n    slices = slice_image(\n             ^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/rendering/slicer.py"", line 53, in slice_image\n    return np.stack(slices, axis=0)\n           ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/numpy/core/shape_base.py"", line 445, in stack\n    raise ValueError(\'need at least one array to stack\')\nValueError: need at least one array to stack\n')"
conv1d__sweep__mean__nopad__black__sw16__st16,conv1d,mean,False,black,16,16,,5,,,0.5807540588753662,4,974.6985085010529,ok,
conv1d__sweep__mean__nopad__black__sw16__st8,conv1d,mean,False,black,16,8,,5,,,0.588595043352931,4,1028.8417193889618,ok,
conv1d__sweep__mean__nopad__black__sw32__st16,conv1d,mean,False,black,32,16,,5,,,0.9983921592681972,5,991.8930063247681,ok,
conv1d__sweep__mean__nopad__black__sw32__st32,conv1d,mean,False,black,32,32,,5,,,0.9972464959640833,5,966.2133674621582,ok,
conv1d__sweep__mean__nopad__black__sw3__st1,conv1d,mean,False,black,3,1,,5,,,0.5284376782338959,1,1367.1684606075287,ok,
conv1d__sweep__mean__nopad__black__sw3__st3,conv1d,mean,False,black,3,3,,5,,,0.5685539949921556,3,1046.5186738967896,ok,
conv1d__sweep__mean__nopad__black__sw4__st2,conv1d,mean,False,black,4,2,,5,,,0.5283340814836797,3,1153.0545754432678,ok,
conv1d__sweep__mean__nopad__black__sw4__st4,conv1d,mean,False,black,4,4,,5,,,0.549550373549493,1,1029.7784659862518,ok,
conv1d__sweep__mean__nopad__black__sw6__st3,conv1d,mean,False,black,6,3,,5,,,0.5619334961141199,5,1090.0319654941559,ok,
conv1d__sweep__mean__nopad__black__sw6__st6,conv1d,mean,False,black,6,6,,5,,,0.5406469342593668,1,1015.8274731636047,ok,
conv1d__sweep__mean__nopad__black__sw8__st4,conv1d,mean,False,black,8,4,,5,,,0.5011667703795893,2,1070.1687850952148,ok,
conv1d__sweep__mean__nopad__black__sw8__st8,conv1d,mean,False,black,8,8,,5,,,0.5972612077481656,1,989.9216492176056,ok,
conv1d__sweep__mean__pad__black__sw16__st16,conv1d,mean,True,black,16,16,,5,,,nan,-1,4.882336139678955,failed,"ValueError('Caught ValueError in DataLoader worker process 1.\nOriginal Traceback (most recent call last):\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/worker.py"", line 349, in _worker_loop\n    data = fetcher.fetch(index)  # type: ignore[possibly-undefined]\n           ^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in fetch\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in <listcomp>\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n            ~~~~~~~~~~~~^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 80, in __getitem__\n    process(name_a),\n    ^^^^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 70, in process\n    slices = slice_image(\n             ^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/rendering/slicer.py"", line 53, in slice_image\n    return np.stack(slices, axis=0)\n           ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/numpy/core/shape_base.py"", line 445, in stack\n    raise ValueError(\'need at least one array to stack\')\nValueError: need at least one array to stack\n')"
conv1d__sweep__mean__pad__black__sw16__st8,conv1d,mean,True,black,16,8,,5,,,nan,-1,2.1965792179107666,failed,"ValueError('Caught ValueError in DataLoader worker process 1.\nOriginal Traceback (most recent call last):\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/worker.py"", line 349, in _worker_loop\n    data = fetcher.fetch(index)  # type: ignore[possibly-undefined]\n           ^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in fetch\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in <listcomp>\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n            ~~~~~~~~~~~~^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 80, in __getitem__\n    process(name_a),\n    ^^^^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 70, in process\n    slices = slice_image(\n             ^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/rendering/slicer.py"", line 53, in slice_image\n    return np.stack(slices, axis=0)\n           ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/numpy/core/shape_base.py"", line 445, in stack\n    raise ValueError(\'need at least one array to stack\')\nValueError: need at least one array to stack\n')"
conv1d__sweep__mean__pad__black__sw32__st16,conv1d,mean,True,black,32,16,,5,,,nan,-1,1.9769322872161865,failed,"ValueError('Caught ValueError in DataLoader worker process 0.\nOriginal Traceback (most recent call last):\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/worker.py"", line 349, in _worker_loop\n    data = fetcher.fetch(index)  # type: ignore[possibly-undefined]\n           ^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in fetch\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in <listcomp>\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n            ~~~~~~~~~~~~^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 80, in __getitem__\n    process(name_a),\n    ^^^^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 70, in process\n    slices = slice_image(\n             ^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/rendering/slicer.py"", line 53, in slice_image\n    return np.stack(slices, axis=0)\n           ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/numpy/core/shape_base.py"", line 445, in stack\n    raise ValueError(\'need at least one array to stack\')\nValueError: need at least one array to stack\n')"
conv1d__sweep__mean__pad__black__sw32__st32,conv1d,mean,True,black,32,32,,5,,,nan,-1,2.846599578857422,failed,"ValueError('Caught ValueError in DataLoader worker process 0.\nOriginal Traceback (most recent call last):\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/worker.py"", line 349, in _worker_loop\n    data = fetcher.fetch(index)  # type: ignore[possibly-undefined]\n           ^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in fetch\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in <listcomp>\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n            ~~~~~~~~~~~~^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 80, in __getitem__\n    process(name_a),\n    ^^^^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 70, in process\n    slices = slice_image(\n             ^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/rendering/slicer.py"", line 53, in slice_image\n    return np.stack(slices, axis=0)\n           ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/numpy/core/shape_base.py"", line 445, in stack\n    raise ValueError(\'need at least one array to stack\')\nValueError: need at least one array to stack\n')"
conv1d__sweep__mean__pad__black__sw3__st1,conv1d,mean,True,black,3,1,,5,,,0.5041536938384068,1,1388.0550899505615,ok,
conv1d__sweep__mean__pad__black__sw3__st3,conv1d,mean,True,black,3,3,,5,,,0.5389044133958177,1,1092.8179569244385,ok,
conv1d__sweep__mean__pad__black__sw4__st2,conv1d,mean,True,black,4,2,,5,,,nan,-1,2.2302463054656982,failed,"ValueError('Caught ValueError in DataLoader worker process 3.\nOriginal Traceback (most recent call last):\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/worker.py"", line 349, in _worker_loop\n    data = fetcher.fetch(index)  # type: ignore[possibly-undefined]\n           ^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in fetch\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n           ^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/torch/utils/data/_utils/fetch.py"", line 52, in <listcomp>\n    data = [self.dataset[idx] for idx in possibly_batched_index]\n            ~~~~~~~~~~~~^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 80, in __getitem__\n    process(name_a),\n    ^^^^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/training/dataset.py"", line 70, in process\n    slices = slice_image(\n             ^^^^^^^^^^^^\n  File ""/orcd/home/002/setliu22/fine-grained-homoglyph-detection/rendering/slicer.py"", line 53, in slice_image\n    return np.stack(slices, axis=0)\n           ^^^^^^^^^^^^^^^^^^^^^^^^\n  File ""/home/setliu22/.conda/envs/itau/lib/python3.11/site-packages/numpy/core/shape_base.py"", line 445, in stack\n    raise ValueError(\'need at least one array to stack\')\nValueError: need at least one array to stack\n')"
